"filename", "language", "GameMaker Language(GameMaker Studio 2)", "GameMaker Studio 2 YY Project Config", "GameMaker Studio 2 YY Config", "HLSL", "comment", "blank", "total"
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EditMenuNext\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EditMenuNext\obj_EditMenuNext.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EditMenuNext\obj_JoinGame.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EditShipButton\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 9, 0, 0, 0, 0, 1, 10
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EditShipButton\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 1, 2, 6
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EditShipButton\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 2, 5
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EditShipButton\obj_EditShipButton.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EnergyCell\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 1, 0, 4
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EnergyCell\Draw_0.gml", "GameMaker Language(GameMaker Studio 2)", 1, 0, 0, 0, 0, 0, 1
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EnergyCell\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 12, 0, 0, 0, 6, 3, 21
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EnergyCell\obj_EnergyCell.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EnergySprayOP\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EnergySprayOP\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 28, 0, 0, 0, 20, 9, 57
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EnergySprayOP\obj_BounceArmada.yy", "GameMaker Studio 2 YY Config", 0, 0, 34, 0, 0, 0, 34
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EnergySprayOP\obj_EnergySpray.yy", "GameMaker Studio 2 YY Config", 0, 0, 34, 0, 0, 0, 34
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EnergySprayOP\obj_EnergySprayOP.yy", "GameMaker Studio 2 YY Config", 0, 0, 34, 0, 0, 0, 34
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EnergySpray\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EnergySpray\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 27, 0, 0, 0, 20, 9, 56
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EnergySpray\obj_BounceArmada.yy", "GameMaker Studio 2 YY Config", 0, 0, 34, 0, 0, 0, 34
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EnergySpray\obj_EnergySpray.yy", "GameMaker Studio 2 YY Config", 0, 0, 34, 0, 0, 0, 34
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EpilepsyNext\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 8, 0, 0, 0, 0, 5, 13
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EpilepsyNext\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EpilepsyNext\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EpilepsyNext\obj_Back.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EpilepsyNext\obj_CreditsBack.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EpilepsyNext\obj_EpilepsyNext.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EpilepsyNext\obj_OptionsBack.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EvBlackhole\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 59, 0, 0, 0, 3, 17, 79
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EvBlackhole\Destroy_0.gml", "GameMaker Language(GameMaker Studio 2)", 4, 0, 0, 0, 2, 3, 9
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EvBlackhole\Draw_73.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 1, 0, 4
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EvBlackhole\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 78, 0, 0, 0, 13, 25, 116
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EvBlackhole\obj_EvBlackhole.yy", "GameMaker Studio 2 YY Config", 0, 0, 44, 0, 0, 0, 44
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EvBlackhole\obj_EvGRB.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EvBlackhole\obj_EventTest.yy", "GameMaker Studio 2 YY Config", 0, 0, 41, 0, 0, 0, 41
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EvGRB\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 37, 0, 0, 0, 6, 11, 54
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EvGRB\Destroy_0.gml", "GameMaker Language(GameMaker Studio 2)", 1, 0, 0, 0, 4, 2, 7
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EvGRB\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 1, 0, 0, 0, 9, 3, 13
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EvGRB\obj_EvGRB.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EvGRB\obj_EventTest.yy", "GameMaker Studio 2 YY Config", 0, 0, 41, 0, 0, 0, 41
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EvWormhole\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 97, 0, 0, 0, 2, 15, 114
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EvWormhole\Destroy_0.gml", "GameMaker Language(GameMaker Studio 2)", 1, 0, 0, 0, 2, 1, 4
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EvWormhole\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 1, 0, 0, 0, 2, 2, 5
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EvWormhole\obj_EvGRB.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EvWormhole\obj_EvWormhole.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EvWormhole\obj_EventTest.yy", "GameMaker Studio 2 YY Config", 0, 0, 41, 0, 0, 0, 41
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EventController\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 90, 0, 0, 0, 8, 18, 116
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EventController\Other_5.gml", "GameMaker Language(GameMaker Studio 2)", 0, 0, 0, 0, 0, 1, 1
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EventController\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 27, 0, 0, 0, 21, 12, 60
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EventController\obj_EventController.yy", "GameMaker Studio 2 YY Config", 0, 0, 35, 0, 0, 0, 35
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EventTest\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 1, 0, 0, 0, 2, 3, 6
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EventTest\KeyPress_13.gml", "GameMaker Language(GameMaker Studio 2)", 1, 0, 0, 0, 0, 0, 1
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EventTest\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 1, 0, 0, 0, 2, 3, 6
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EventTest\obj_EventTest.yy", "GameMaker Studio 2 YY Config", 0, 0, 43, 0, 0, 0, 43
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Event\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 36, 0, 0, 0, 2, 10, 48
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Event\Destroy_0.gml", "GameMaker Language(GameMaker Studio 2)", 0, 0, 0, 0, 0, 1, 1
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Event\Draw_0.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Event\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 36, 0, 0, 0, 4, 4, 44
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Event\Other_5.gml", "GameMaker Language(GameMaker Studio 2)", 0, 0, 0, 0, 0, 1, 1
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Event\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 16, 0, 0, 0, 1, 5, 22
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Event\obj_Event.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_FollowMouse\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 0, 0, 0, 0, 0, 1, 1
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_FollowMouse\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 2, 0, 0, 0, 0, 0, 2
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_FollowMouse\obj_FollowMouse.yy", "GameMaker Studio 2 YY Config", 0, 0, 37, 0, 0, 0, 37
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GRBLaserTest\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 23, 0, 0, 0, 0, 1, 24
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GRBLaserTest\Draw_0.gml", "GameMaker Language(GameMaker Studio 2)", 2, 0, 0, 0, 1, 1, 4
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GRBLaserTest\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 8, 0, 0, 0, 5, 2, 15
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GRBLaserTest\obj_GRBLaser.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GRBLaserTest\obj_GRBLaserTest.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GRBLaser\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 23, 0, 0, 0, 0, 1, 24
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GRBLaser\Draw_0.gml", "GameMaker Language(GameMaker Studio 2)", 2, 0, 0, 0, 1, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GRBLaser\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 9, 0, 0, 0, 8, 2, 19
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GRBLaser\obj_GRBLaser.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GameBack\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 6, 0, 0, 0, 1, 1, 8
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GameBack\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GameBack\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GameBack\obj_GameBack.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GameOptionsBack\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 7, 0, 0, 0, 0, 4, 11
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GameOptionsBack\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GameOptionsBack\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GameOptionsBack\obj_Back.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GameOptionsBack\obj_GameOptionsBack.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GameOptionsBack\obj_OptionsBack.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GameOptionsLoader\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 13, 0, 0, 0, 1, 4, 18
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GameOptionsLoader\obj_GameOptionsLoader.yy", "GameMaker Studio 2 YY Config", 0, 0, 33, 0, 0, 0, 33
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GameOptionsMenu\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 68, 0, 0, 0, 39, 24, 131
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GameOptionsMenu\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 0, 0, 0, 0, 30, 2, 32
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GameOptionsMenu\Other_3.gml", "GameMaker Language(GameMaker Studio 2)", 0, 0, 0, 0, 1, 1, 2
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GameOptionsMenu\obj_GameOptionsMenu.yy", "GameMaker Studio 2 YY Config", 0, 0, 35, 0, 0, 0, 35
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GuideBack\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 7, 0, 0, 0, 0, 4, 11
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GuideBack\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GuideBack\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GuideBack\obj_Back.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GuideBack\obj_GuideBack.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GuideBack\obj_OptionsBack.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GuideButton\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 11, 0, 0, 0, 0, 3, 14
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GuideButton\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 1, 2, 6
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GuideButton\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 2, 5
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GuideButton\obj_EditShipButton.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_GuideButton\obj_GuideButton.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Guide\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 148, 0, 0, 0, 5, 30, 183
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Guide\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 25, 0, 0, 0, 4, 7, 36
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Guide\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 13, 0, 0, 0, 3, 4, 20
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Guide\obj_Guide.yy", "GameMaker Studio 2 YY Config", 0, 0, 35, 0, 0, 0, 35
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HTHBack\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 7, 0, 0, 0, 0, 4, 11
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HTHBack\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HTHBack\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HTHBack\obj_Back.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HTHBack\obj_GuideBack.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HTHBack\obj_HTHBack.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HTHBack\obj_OptionsBack.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HTHButton\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 11, 0, 0, 0, 0, 4, 15
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HTHButton\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 1, 2, 6
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HTHButton\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 2, 5
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HTHButton\obj_EditShipButton.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HTHButton\obj_GuideButton.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HTHButton\obj_HTHButton.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HUD\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 6, 0, 0, 0, 0, 1, 7
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HUD\Draw_0.gml", "GameMaker Language(GameMaker Studio 2)", 0, 0, 0, 0, 1, 1, 2
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HUD\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 1, 0, 0, 0, 7, 0, 8
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HUD\obj_HUD.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Healthbar\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 18, 0, 0, 0, 2, 4, 24
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Healthbar\Draw_0.gml", "GameMaker Language(GameMaker Studio 2)", 0, 0, 0, 0, 1, 1, 2
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Healthbar\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 22, 0, 0, 0, 6, 6, 34
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Healthbar\obj_Healthbar.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HomingBarrage\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HomingBarrage\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 22, 0, 0, 0, 13, 11, 46
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HomingBarrage\obj_HomingBarrage.yy", "GameMaker Studio 2 YY Config", 0, 0, 34, 0, 0, 0, 34
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HomingBullet\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 9, 0, 0, 0, 0, 1, 10
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HomingBullet\Draw_0.gml", "GameMaker Language(GameMaker Studio 2)", 1, 0, 0, 0, 0, 1, 2
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HomingBullet\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 29, 0, 0, 0, 17, 16, 62
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HomingBullet\obj_BBullet.yy", "GameMaker Studio 2 YY Config", 0, 0, 42, 0, 0, 0, 42
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HomingBullet\obj_Bullet.yy", "GameMaker Studio 2 YY Config", 0, 0, 39, 0, 0, 0, 39
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HomingBullet\obj_HomingBullet.yy", "GameMaker Studio 2 YY Config", 0, 0, 42, 0, 0, 0, 42
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HostBack\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 7, 0, 0, 0, 0, 4, 11
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HostBack\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HostBack\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HostBack\obj_Back.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HostBack\obj_EditMenuBack.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HostBack\obj_HostBack.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HostBack\obj_OptionsBack.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HostGame\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 7, 0, 0, 0, 0, 4, 11
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HostGame\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HostGame\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 4, 0, 0, 0, 0, 0, 4
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HostGame\obj_HostGame.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HostOptionsInfo\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 15, 0, 0, 0, 0, 7, 22
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HostOptionsInfo\Draw_0.gml", "GameMaker Language(GameMaker Studio 2)", 0, 0, 0, 0, 1, 1, 2
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_HostOptionsInfo\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 12, 0, 0, 0, 0, 2, 14
